text,label,nb_label
"Smart reminds you:Your Reward Points (6,309) expire today.Please redeem you gift soon:https://smartei.bond/ph",General Spam,Spam
Work from home! Data Encoder online tasks. P690 per order. Msg us: wa.me/639999432389,Phishing,Spam
Work from home! Data Encoder online tasks. P715 per order. Msg us: wa.me/639948001221,Phishing,Spam
"Hi, I'm recruiter for Facebook Affiliate. Your profile is selected for 1k-3k pay. Info: bit.ly/secure-ph-205339",Phishing,Spam
cassenatrundling.si/96x6j5rxpckayj 100% dagdag sa iyong unang deposito! Sino ang ayaw ng dobleng saya?,General Spam,Spam
"LANDBANK NOTICE: Your Landbank will be suspended, if your ATM is still active. Kindly verify here at: centre.is/Landbank to continue using our services! Congratulations GCash User!","Bank Scam, Phishing",Spam
Looking for extra income? Remote Staff needs 50 people for remote work. Register: bit.ly/secure-ph-731014,Gambling,Spam
Answer this quick survey: Sagutan ito at may chance kang manalo ng bagong phone. Claim your prize now.,Phishing,Spam
Good day! Ur resume is qualified for Shopee job. 5k daily. Apply: bit.ly/ph-64132,General Spam,Spam
"Dito na ang pinaka-malambot na slots! JILI, FC, PG. Register: bit.ly/ph-12861",Gambling,Spam
Yun lang lahat ng Mania? NOPE! WE HAVE MORE COMING NEXT WEEK! Araw-araw i-check ang GigaMania so you don't miss out on freebies and prizes! smrt.ph/GigaLifeApp,Ham,Ham
Entrego: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-187309,Phishing,Spam
Yassss! You've successfully purchased 20GB No Expiry. P259.00 has been charged to your account. You may view your purchase history through the My Account section of the GOMO PH App.,Ham,Ham
PCSO: Ur mobile # won 2nd prize worth P100k. Call 09255662288 now.,General Spam,Spam
BOSS! 777PUB na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: t.me/earn-daily-ph,"Bank Scam, Gambling",Spam
May budget ka pa rin kahit di pa payday! Maximize your GGives credit limit para tuloy-tuloy pa rin ang shopping this weekend! Tap Borrow > GGives on GCash now.,Ham,Ham
Hiring: Amazon PH Part-time/Homebase. Earn 1k-3k daily using phone. Msg us: 09123456789,Phishing,Spam
May icebox kayo sis?? Kahit maliit lang?,Ham,Ham
"Hey,Gusto mo ba ng 18-888 raffle ticket? Mag-register at makuha mo 'yan agad! Punta na sa: mar-t.eu/uci2 !",General Spam,Spam
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/Online-UpdateBDO",Bank Scam,Spam
"Winner! Chosen mobile # for P50,000 voucher Smart GigaLife lucky draw. Claim at 09184092671.",Phishing,Spam
"Like, share, and comment on your favorite social media posts with 100MB data valid for 1 day! Keep the trends going when you redeem SURF100MB via the GlobeOne app now. You have 2.00 points as of Jan. 30, 2024.",Ham,Ham
Verify your Security Bank mobile number to avoid account deletion. Update here: bit.ly/secure-ph-485403,Bank Scam,Spam
Work from home! TikTok Shop online tasks. P490 per order. Msg us: wa.me/639247843867,Phishing,Spam
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,General Spam,Spam
Globe/Smart: Redeem your unclaimed NMAX Motorcycle now. Click to claim: bit.ly/secure-ph-606238,General Spam,Spam
"<NAME>., Make every moment count ! Stable server only here in JACKPOTCITY! Win an Iphone 14PROMAX! Visit and Sign up nØw. jackpotcityluckly.com",Gambling,Spam
"Secure your accounts and cards your way with the BDO Online app! Confirm transactions with biometrics or 6-digit PIN, lock or unlock Debit and Credit Cards, set limits for Debit Cards, enable or disable overseas Debit Card transactions. Try it now!",Ham,Ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,General Spam,Spam
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,Ham,Ham
PH-WINNER: Daily raffle starts now! P10k prizes for 10 winners. Join: ph-winner-raffle.com,Phishing,Spam
Ur Security Bank accnt will be deleted. Update info at bit.ly/ph-66676,Bank Scam,Spam
PSA: Bawat boses ay mahalaga! Makilahok at magpa-interview para sa 2024 Census of Population at Community-Based Monitoring System. #2024POPCENCBMS.,Ham,Ham
"Part-time car reviewer, easily earn 300P high income, contact the manager to receive 138P newbie red envelope. qp03.bid",General Spam,Spam
Stay always connected! Check your balance regularly and stay up-to-date with the latest offers via the Smart App! smrt.ph/SmartApp,Ham,Ham
Kanya kanyang dala ng food,Ham,Ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 946322.",Ham,Ham
SIM Registration: Your SIM is not yet registered. Avoid blockng: bit.ly/ph-11358,Gambling,Spam
PayPal: 889684 is your security code. Don't share your code.,Ham,Ham
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,General Spam,Spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",General Spam,Spam
You are the lucky winner of Toyota Vios from Shell Promo. Call 09655601740.,Phishing,Spam
hindi ko makita yung presentation,Ham,Ham
06/05 19:05: P50.00 loaded to 09129094503 for 1 year. Ref:9E640CIGLW. Use GigaLife App for the best promos & deals! smrt.ph/GigaLifeApp,Ham,Ham
Sali na sa pinaka-malambot na slots sa 777PUB. Dito ang daming nananalo: bit.ly/secure-ph-935763,Gambling,Spam
wag kang pupunta dito,Ham,Ham
Anniversary promo namin! 40% discount sa lahat ng cosmetics. Use code FREE50 upon checkout.,General Spam,Spam
Paki kuha nung order natin,Ham,Ham
#BDOAntiScam: NEVER log into your BDO account through a link. Always use the official BDO app or type the official BDO web address in your web browser.,Ham,Ham
"Magparehistro para sa libreng ‚Ç±7777, tumaya:‚ÄÄslots2.auction/syS","Bank Scam, Gambling",Spam
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",Ham,Ham
"Goodmorning Leila, you have an appointment today @ 10:30am. and need po mag soot ng medyas dito sa loob ng clinic.-CLINICA NUYAD",Ham,Ham
Verify your AUB mobile number to avoid account deletion. Update here: bit.ly/secure-ph-561790,Bank Scam,Spam
"Kumita habang nanonood ng YouTube, kumita ng 500P bawat araw, makipag-ugnayan sa tutor para makatanggap ng 138P. qytb.bid",General Spam,Spam
Nanalo ka kahapon? Ngayon nanalo ulit ako ng P36253. 177BET talaga ang aking cash machine! Tandaan na makatanggap ng mga benepisyo! 177bet1.bid,"Bank Scam, Gambling",Spam
Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!  lks22w.loan,General Spam,Spam
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 2400.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 249247.",Ham,Ham
"Part-time Job hiring! Telegram Task is looking for staff. Earn P10,000 weekly daily. Apply: bit.ly/secure-ph-150506",Phishing,Spam
J&T Express: Failed delivery attempt. Package held. Pay fee at bit.ly/ph-19688,Phishing,Spam
bawal daw naka shorts,Ham,Ham
Your order #89301 delivery failed. Update address to avoid return: bit.ly/secure-ph-510513,Phishing,Spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",General Spam,Spam
ang haba ng pila sa cashier,Ham,Ham
bet.cassenatrundling.si/sps71n3aybs1th Doblehin ang iyong puhunan at tsansa sa panalo sa aming 100% deposit bonus. Maglaro na!,Gambling,Spam
Apple ID: Someone logged in from Russia. Secure account: bit.ly/secure-ph-724971,Phishing,Spam
<#> Your 6-digit Twitter confirmation code is 056380. /XGYNXWncmi,Ham,Ham
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,Ham,Ham
Work from home! Lazada online tasks. P680 per order. Msg us: wa.me/639920169355,Phishing,Spam
"betph.tv/0OLy Libreng pera para sa bagong players. Mag-sign up, maglaro, at magwagi ngayon.",Gambling,Spam
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-605748,Phishing,Spam
Apple ID: Someone logged in from Manila. Secure account: bit.ly/secure-ph-596790,Phishing,Spam
"Deserve ng pamilya ang bagong appliances sa bahay ngayong Pasko with GGives. Free ang last installment mo when you pay in 12 mos. Promo is available at select stores. T&Cs apply. To learn more, login to GCash > tap Borrow > GGives > View More on our Special Offers.",Ham,Ham
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. zklq.bid",General Spam,Spam
Have you tried GO59? That's 5GB + FREE 1GB of data & unlitext to all networks valid for 3 days. Enjoy this promo by texting GO59 to 8080! REF#: FGRWBL1,Ham,Ham
"[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/OnlineBDOUpdate",Bank Scam,Spam
50 GB for 50 pesos? Bili na ng All Data 50 to get 2 GB + FREE 48 GB valid for 3 days -- Kunin mo na bago pa mawala! Free data arrives in 24h! Load na: https://smrt.ph/GetSmartApp or dial *123# NOW!,Ham,Ham
G-633186 is your Google verification code.,Ham,Ham
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",Ham,Ham
"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 697463.",Ham,Ham
"Your One-Time Password (OTP) is 389281, please enter within 5 minutes. Call BDO Customer Contact Center if you did not login to your account. Ref.No.205515",Ham,Ham
Netflix PH: Your subscription is on hold. Update billing to avoid interruption: bit.ly/update-ph-2025,Phishing,Spam
"In the coming weeks, we'll be activating SurfAlert for Globe Prepaid customers as protection from unexpected browsing charges. With SurfAlert, you will automatically be notified when your device connects to the internet after your data allowance has been used up, so you can decide to stop or buy a data promo to keep browsing. If you want to be among the first to enjoy worry-free surfing, just text SURFALERT ON to 8080 for free.",Ham,Ham
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-596768,Phishing,Spam
"Time to upgrade to the new iPhone 16! Buy now pay later in 12 mos with GGives at select stores and get your last installment for free. Promo is available in physical stores of Power Mac Center, Silicon Valley, The Loop, Fonestyle for 12 months installment option. T&Cs apply.",Ham,Ham
Isang ciick na pagpaparehistro upang makakuha ng haiagang 6OOp/WhatsApp +639851908570,General Spam,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-126356,Phishing,Spam
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),Phishing,Spam
call kita maya pag uwi,Ham,Ham
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,Ham,Ham
"<REAL NAME>, Get more than you were looking for at JACKPOTCITY The #1's BEST ONLINE GAMING! up to P1000 CASH BACK! Register now: jackpotcitybetwin.com",Gambling,Spam
na compile mo na ba ung data natin,Ham,Ham
BDO: Ur account is locked. Pls verify identity now d2: bit.ly/secure-ph-502465,Bank Scam,Spam
Kailangan mo daw po yun ipa adjust sa isang dentist pag dumating na po sayo.,Ham,Ham
sino nag chat sayo kanina,Ham,Ham
"Find over 1,800 billers on BDO Pay, and enjoy zero service fees when you pay bills! Choose any of your BDO accounts to pay. Download BDO Pay!",Ham,Ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",Ham,Ham
3pm. Sa feb.1,Ham,Ham
"<REAL NAME>, Don't hesitate to register in our site and win more prizes and win new Iphone 14PROMAX! Sign up nÃ˜w here at JACKPOT CITY! jackpotcityph.info",Gambling,Spam
"<REAL NAME> Sa SugarPlay, may 100% welcome bonus na hanggang 2,000 + 3% Deposit bonus! Huwag palampasin ang kasiyahan! sgbetpera.com",General Spam,Spam
"Congratulations GCash User! You have received P10,500 from GCash Loyalty Team. Claim your cash by clicking the link below. Claim your cash at gcash-redeemloyalty.website/claim Thank you for choosing GCash App.","Bank Scam, Phishing",Spam
You have paid P37.00 of GCash to 7 Eleven on 04-17-23 12:07:37 AM. Ref. No. 095407466.,Ham,Ham
"Hi Mr/Ms <NAME>, RDCN 44731 can be claimed at any RDPawnshop, Penbank and TrueMoney branches. Please present valid ID. Thank you!",Ham,Ham
Sino pwede maging groupmate,Ham,Ham
"PCSO: Lucky number mo nanalo ng P50,000 voucher! Tawagan si Secretary Torres 09785837280.",Phishing,Spam
BOSS! 777PUB na pinaka-trusted. Fast cashout via Gcash/Maya. Sali na: jili-bet.ph/register,"Bank Scam, Gambling",Spam
Ur the lucky winner of NMAX Motorcycle from PCSO Lotto. Valid for 24hrs. Pls call 09239957131.,Phishing,Spam
Apple ID: Someone logged in from Cebu. Secure account: bit.ly/secure-ph-297742,Phishing,Spam
"Banco De Oro You're having issues with account security. Please review them at tera.vin/Secure-BDOOnline Sincerely, BANCO DE ORO",Bank Scam,Spam
You have sent P450.00 of GCash on 2021-Aug-08 03:37:27 PM to Coins.ph (DCPay) account ending in 4503. Convenience fee for this transaction is P15.00. Your new balance is P48.78 with GCash Ref. No. 0001888444808 & InstaPay Trace No. 388444. Thank you for using GCash!,Ham,Ham
WINNER! Chosen ur cell # for P100k Puregold anniversary promo. Call now: 09123456789,Phishing,Spam
MA'AM/SIR! PNB iAccess needs validation due to suspicious activity: bit.ly/secure-ph-280959,Bank Scam,Spam
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,General Spam,Spam
"C0NGRATS! Ur number won P100k from Lazada Anniversary. To claim prize, pls call Atty. Reyes 09177778888. DTI#0921","Gambling, Phishing",Spam
punuan na sa fastfood,Ham,Ham
"Sagot ka ng GGives this weekend! Shop back-to-school essentials at the SM Store & pay later in easy, affordable installments! On the GCash app, tap Borow > GGives to see your credit limit.",Ham,Ham
"C0NGRATS! Napili ur # for P100k from PCSO Lotto. To claim, call Atty. Bautista 09555715273.",Phishing,Spam
"Magparehistro para makakuha ng 7777, tumaya araw-araw:‚ÄÄluck1.auction/F20","Bank Scam, Gambling",Spam
06-Dec 17:57: UTANG NA LOAD approved. May 200 MB data ka na for 1 day. P10 will be deducted sa iyong next reload. Ref:780960741889,Ham,Ham
Withdraw your winnings in 2 mins! Join JILI777 now and get 302 free: bit.ly/secure-ph-149770,Gambling,Spam
"W19 Games, Official partner with GCash, magdeposito gamit ang napiling GCash para makakuha ng 3% na cashback araw-araw! https://v.ht/SM-WA0","Bank Scam, Gambling",Spam
Work from home! Facebook Affiliate online tasks. P315 per order. Msg us: wa.me/639326702744,Phishing,Spam
Apple ID: Someone logged in from Quezon City. Secure account: bit.ly/secure-ph-658969,Phishing,Spam
WINNER! Chosen ur cell # for P100k Lazada Anniversary anniversary promo. Call now: 09177778888,"Gambling, Phishing",Spam
"Landbank Alert! Someone tried to access your wallet from Cebu. If not you, block: bit.ly/secure-ph-167843",Bank Scam,Spam
